danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,rank,artist,title,date,chart,trend,streams,region,genre
0.901,0.707,6,-6.813,0,0.0416,0.0524,4.86e-06,0.085,0.601,120.005,audio_features,0MuUSRBlStYNy0IeSrjmEu,spotify:track:0MuUSRBlStYNy0IeSrjmEu,https://api.spotify.com/v1/tracks/0MuUSRBlStYNy0IeSrjmEu,https://api.spotify.com/v1/audio-analysis/0MuUSRBlStYNy0IeSrjmEu,181705,4,9.0,Azet,Fluch,2021-03-12,top200,NEW_ENTRY,395547.0,Germany,
0.943,0.578,11,-9.923,0,0.232,0.111,3.46e-06,0.109,0.257,121.968,audio_features,3Rm5Z1KgyzZnBGsiUU6tV4,spotify:track:3Rm5Z1KgyzZnBGsiUU6tV4,https://api.spotify.com/v1/tracks/3Rm5Z1KgyzZnBGsiUU6tV4,https://api.spotify.com/v1/audio-analysis/3Rm5Z1KgyzZnBGsiUU6tV4,140656,4,8.0,Symba,Battlefield Freestyle,2020-11-06,top200,NEW_ENTRY,341493.0,Germany,pop
0.603,0.411,1,-8.557,1,0.463,0.0568,0,0.113,0.324,98.002,audio_features,3RHHUGP9E1McRXqPVsaW66,spotify:track:3RHHUGP9E1McRXqPVsaW66,https://api.spotify.com/v1/tracks/3RHHUGP9E1McRXqPVsaW66,https://api.spotify.com/v1/audio-analysis/3RHHUGP9E1McRXqPVsaW66,204640,4,10.0,"PA Sports, Jamule, Kianush, Hamzo 500, Fourty, Rua",Squad X Showtime,2021-03-05,top200,NEW_ENTRY,389237.0,Germany,hip hop
0.683,0.534,1,-7.743,0,0.321,0.394,0,0.125,0.479,139.864,audio_features,5eaGYeLg9N3ngZVd0DUWQm,spotify:track:5eaGYeLg9N3ngZVd0DUWQm,https://api.spotify.com/v1/tracks/5eaGYeLg9N3ngZVd0DUWQm,https://api.spotify.com/v1/audio-analysis/5eaGYeLg9N3ngZVd0DUWQm,158566,4,9.0,"Kalazh44, Capital Bra",Rote Augen 2,2021-07-23,top200,NEW_ENTRY,394354.0,Germany,hip hop
0.589,0.827,2,-5.851,1,0.164,0.0505,0,0.0938,0.184,125.135,audio_features,5L56aF7d720ZaytO5UMEtb,spotify:track:5L56aF7d720ZaytO5UMEtb,https://api.spotify.com/v1/tracks/5L56aF7d720ZaytO5UMEtb,https://api.spotify.com/v1/audio-analysis/5L56aF7d720ZaytO5UMEtb,233221,5,8.0,"187 Strassenbande, Gzuz, Bonez MC, LX",Mit den Jungz,2017-07-11,top200,NEW_ENTRY,290494.0,Germany,hip hop
0.723,0.559,8,-8.098,1,0.164,0.194,0,0.122,0.505,154.956,audio_features,4SeuiNnF2n9yA0KztuIFc8,spotify:track:4SeuiNnF2n9yA0KztuIFc8,https://api.spotify.com/v1/tracks/4SeuiNnF2n9yA0KztuIFc8,https://api.spotify.com/v1/audio-analysis/4SeuiNnF2n9yA0KztuIFc8,198467,4,3.0,Kontra K,Namen,2020-05-01,top200,NEW_ENTRY,547055.0,Germany,rap
0.904,0.677,11,-6.413,0,0.173,0.27,1.85e-05,0.106,0.429,148.05,audio_features,2wvLtM25eMpHK7hkidqte2,spotify:track:2wvLtM25eMpHK7hkidqte2,https://api.spotify.com/v1/tracks/2wvLtM25eMpHK7hkidqte2,https://api.spotify.com/v1/audio-analysis/2wvLtM25eMpHK7hkidqte2,164080,4,3.0,Apache 207,200 km/h,2019-09-20,top200,NEW_ENTRY,1162750.0,Germany,hip hop
0.675,0.789,9,-4.851,1,0.602,0.238,0,0.113,0.555,127.805,audio_features,54AnAMobwJ5ElDCTcPFJk5,spotify:track:54AnAMobwJ5ElDCTcPFJk5,https://api.spotify.com/v1/tracks/54AnAMobwJ5ElDCTcPFJk5,https://api.spotify.com/v1/audio-analysis/54AnAMobwJ5ElDCTcPFJk5,161389,5,1.0,"Capital Bra, NGEE",UNTER VERDACHT,2021-04-16,top200,NEW_ENTRY,738513.0,Germany,hip hop
0.92,0.728,8,-4.793,1,0.171,0.0119,7.42e-06,0.247,0.671,95.055,audio_features,68g2bb1Vb2NfARwZ4pLA4Z,spotify:track:68g2bb1Vb2NfARwZ4pLA4Z,https://api.spotify.com/v1/tracks/68g2bb1Vb2NfARwZ4pLA4Z,https://api.spotify.com/v1/audio-analysis/68g2bb1Vb2NfARwZ4pLA4Z,146533,4,10.0,"Loredana, Mozzik",Oh Digga,2021-06-25,top200,NEW_ENTRY,394709.0,Germany,rap
0.791,0.427,10,-7.427,0,0.158,0.643,6.17e-05,0.167,0.38,140.055,audio_features,37yAd2kwEI9axbB6UznrOQ,spotify:track:37yAd2kwEI9axbB6UznrOQ,https://api.spotify.com/v1/tracks/37yAd2kwEI9axbB6UznrOQ,https://api.spotify.com/v1/audio-analysis/37yAd2kwEI9axbB6UznrOQ,184901,4,2.0,"Luciano, Lil Zey",ELMAS,2021-05-07,top200,NEW_ENTRY,586669.0,Germany,german drill
0.731,0.518,0,-7.603,0,0.0567,0.559,0,0.18,0.383,105.006,audio_features,36J10AwMabBYxgNrV2S8gd,spotify:track:36J10AwMabBYxgNrV2S8gd,https://api.spotify.com/v1/tracks/36J10AwMabBYxgNrV2S8gd,https://api.spotify.com/v1/audio-analysis/36J10AwMabBYxgNrV2S8gd,185802,4,7.0,Dardan,6AM.........,2020-01-10,top200,NEW_ENTRY,431859.0,Germany,pop
0.753,0.485,10,-7.77,0,0.113,0.352,6.11e-06,0.138,0.241,135.999,audio_features,1H2dpkHrEBDkSOcgmwiHD8,spotify:track:1H2dpkHrEBDkSOcgmwiHD8,https://api.spotify.com/v1/tracks/1H2dpkHrEBDkSOcgmwiHD8,https://api.spotify.com/v1/audio-analysis/1H2dpkHrEBDkSOcgmwiHD8,231071,4,8.0,"Ufo361, RAF Camora",Paradies,2018-07-13,top200,NEW_ENTRY,373945.0,Germany,hip hop
0.949,0.487,9,-8.585,1,0.0717,0.176,0.000344,0.0959,0.313,123.013,audio_features,5ezbc8nalmV7JqLQQfHwTV,spotify:track:5ezbc8nalmV7JqLQQfHwTV,https://api.spotify.com/v1/tracks/5ezbc8nalmV7JqLQQfHwTV,https://api.spotify.com/v1/audio-analysis/5ezbc8nalmV7JqLQQfHwTV,176010,4,1.0,"Jamule, Capital Bra",No Comprendo,2021-02-12,top200,NEW_ENTRY,656743.0,Germany,hip hop
0.614,0.423,4,-8.492,0,0.483,0.115,0.00166,0.0988,0.097,89.984,audio_features,3dX5xqgjvDCtwth8zyso6n,spotify:track:3dX5xqgjvDCtwth8zyso6n,https://api.spotify.com/v1/tracks/3dX5xqgjvDCtwth8zyso6n,https://api.spotify.com/v1/audio-analysis/3dX5xqgjvDCtwth8zyso6n,241208,4,5.0,Jamule,Blutige Tränen X Rockstar,2020-12-18,top200,NEW_ENTRY,404216.0,Germany,hip hop
0.805,0.619,5,-7.907,0,0.0771,0.218,0,0.114,0.476,98.995,audio_features,6bM4daGlfZHtKMQp8tEqVz,spotify:track:6bM4daGlfZHtKMQp8tEqVz,https://api.spotify.com/v1/tracks/6bM4daGlfZHtKMQp8tEqVz,https://api.spotify.com/v1/audio-analysis/6bM4daGlfZHtKMQp8tEqVz,170200,4,2.0,"Bausa, Juju",2012,2020-08-21,top200,NEW_ENTRY,831024.0,Germany,hip hop
0.716,0.622,1,-5.228,1,0.0641,0.0121,0,0.293,0.717,80.993,audio_features,1YRaS0rNK8y9E5NeTrKe03,spotify:track:1YRaS0rNK8y9E5NeTrKe03,https://api.spotify.com/v1/tracks/1YRaS0rNK8y9E5NeTrKe03,https://api.spotify.com/v1/audio-analysis/1YRaS0rNK8y9E5NeTrKe03,137702,4,8.0,Vanessa Mai,Happy End (feat. Sido),2021-10-15,top200,NEW_ENTRY,424669.0,Germany,pop
0.365,0.655,4,-9.181,0,0.389,0.746,0,0.0631,0.147,178.362,audio_features,1qr2aRlz6DfGg5jjcUTW9y,spotify:track:1qr2aRlz6DfGg5jjcUTW9y,https://api.spotify.com/v1/tracks/1qr2aRlz6DfGg5jjcUTW9y,https://api.spotify.com/v1/audio-analysis/1qr2aRlz6DfGg5jjcUTW9y,159839,4,10.0,Sido,Wie Papa,2019-05-10,top200,NEW_ENTRY,407996.0,Germany,lo-fi vgm
0.878,0.699,0,-5.035,0,0.0464,0.0689,0.00219,0.0753,0.78,102.01,audio_features,1skUhc3JS3jLCfugI3gm41,spotify:track:1skUhc3JS3jLCfugI3gm41,https://api.spotify.com/v1/tracks/1skUhc3JS3jLCfugI3gm41,https://api.spotify.com/v1/audio-analysis/1skUhc3JS3jLCfugI3gm41,155018,4,2.0,"Loredana, MERO",Kein Plan,2019-09-06,top200,NEW_ENTRY,1059700.0,Germany,rap
0.685,0.494,6,-10.431,0,0.143,0.291,2.4e-06,0.0581,0.445,153.986,audio_features,5NYzvVxuyXiHSqn7PojgKC,spotify:track:5NYzvVxuyXiHSqn7PojgKC,https://api.spotify.com/v1/tracks/5NYzvVxuyXiHSqn7PojgKC,https://api.spotify.com/v1/audio-analysis/5NYzvVxuyXiHSqn7PojgKC,152927,4,3.0,Jamule,Ich hol dich ab,2020-01-10,top200,NEW_ENTRY,523243.0,Germany,hip hop
0.928,0.402,10,-10.641,0,0.32,0.217,3.38e-05,0.0957,0.578,97.976,audio_features,5iIgIxtMNeogKaFUfvuAbs,spotify:track:5iIgIxtMNeogKaFUfvuAbs,https://api.spotify.com/v1/tracks/5iIgIxtMNeogKaFUfvuAbs,https://api.spotify.com/v1/audio-analysis/5iIgIxtMNeogKaFUfvuAbs,162997,4,5.0,Shirin David,Gib Ihm,2019-02-15,top200,NEW_ENTRY,535198.0,Germany,rap
0.713,0.715,10,-6.045,0,0.136,0.00534,0,0.0964,0.389,140.052,audio_features,0MwarXPnmE6fh9PbICsp3x,spotify:track:0MwarXPnmE6fh9PbICsp3x,https://api.spotify.com/v1/tracks/0MwarXPnmE6fh9PbICsp3x,https://api.spotify.com/v1/audio-analysis/0MwarXPnmE6fh9PbICsp3x,260760,3,8.0,"Kollegah, Sun Diego",Rotlichtmassaker 2,2021-10-08,top200,NEW_ENTRY,405752.0,Germany,hip hop
0.84,0.648,10,-5.544,0,0.0489,0.101,6.34e-05,0.0996,0.431,103.016,audio_features,09neQCQwBgcu9r2QHE6YpP,spotify:track:09neQCQwBgcu9r2QHE6YpP,https://api.spotify.com/v1/tracks/09neQCQwBgcu9r2QHE6YpP,https://api.spotify.com/v1/audio-analysis/09neQCQwBgcu9r2QHE6YpP,124690,4,3.0,"Loredana, Ufo361",Kein Hunger,2020-12-11,top200,NEW_ENTRY,612780.0,Germany,rap
0.845,0.518,7,-9.125,1,0.079,0.0807,0.15,0.157,0.165,120.029,audio_features,42u8dZf00xsPqCgWFbqCqZ,spotify:track:42u8dZf00xsPqCgWFbqCqZ,https://api.spotify.com/v1/tracks/42u8dZf00xsPqCgWFbqCqZ,https://api.spotify.com/v1/audio-analysis/42u8dZf00xsPqCgWFbqCqZ,176400,4,3.0,Bonez MC,Jetski,2020-10-30,top200,NEW_ENTRY,677616.0,Germany,hip hop
0.905,0.605,6,-6.208,0,0.24,0.0972,0.00557,0.0822,0.382,92.03,audio_features,1IQjulXWBd2vPI5AsWIidN,spotify:track:1IQjulXWBd2vPI5AsWIidN,https://api.spotify.com/v1/tracks/1IQjulXWBd2vPI5AsWIidN,https://api.spotify.com/v1/audio-analysis/1IQjulXWBd2vPI5AsWIidN,171382,4,9.0,"187 Strassenbande, Gzuz, Bonez MC, Temsa7",Täter Intensiv,2021-05-14,top200,NEW_ENTRY,347727.0,Germany,hip hop
0.804,0.584,7,-7.202,0,0.112,0.758,4.97e-06,0.134,0.341,119.934,audio_features,7vaAOcDpqY5x9VXefVbGIT,spotify:track:7vaAOcDpqY5x9VXefVbGIT,https://api.spotify.com/v1/tracks/7vaAOcDpqY5x9VXefVbGIT,https://api.spotify.com/v1/audio-analysis/7vaAOcDpqY5x9VXefVbGIT,222900,4,6.0,Capital Bra,Allein,2018-10-26,top200,NEW_ENTRY,398643.0,Germany,hip hop
0.841,0.594,0,-7.025,0,0.0732,0.0663,0.000335,0.0919,0.399,139.048,audio_features,6More9229VRrmQAHMe5o7d,spotify:track:6More9229VRrmQAHMe5o7d,https://api.spotify.com/v1/tracks/6More9229VRrmQAHMe5o7d,https://api.spotify.com/v1/audio-analysis/6More9229VRrmQAHMe5o7d,187267,4,9.0,Nimo,PUSSYBOY,2021-05-07,top200,NEW_ENTRY,352897.0,Germany,corrido
0.89,0.548,6,-8.724,0,0.078,0.318,0.000104,0.0722,0.705,99.987,audio_features,7ksQkf6p0rF9CoDhxoePKn,spotify:track:7ksQkf6p0rF9CoDhxoePKn,https://api.spotify.com/v1/tracks/7ksQkf6p0rF9CoDhxoePKn,https://api.spotify.com/v1/audio-analysis/7ksQkf6p0rF9CoDhxoePKn,147500,4,7.0,"Dardan, Cro",CLOUD 7,2021-08-06,top200,NEW_ENTRY,449852.0,Germany,hip hop
0.484,0.782,8,-5.674,1,0.298,0.0915,0.00236,0.116,0.307,95.401,audio_features,7g7aSJiEcQP8s3PTzqM4Fj,spotify:track:7g7aSJiEcQP8s3PTzqM4Fj,https://api.spotify.com/v1/tracks/7g7aSJiEcQP8s3PTzqM4Fj,https://api.spotify.com/v1/audio-analysis/7g7aSJiEcQP8s3PTzqM4Fj,218499,4,2.0,Gzuz,Was erlebt (feat. Bonez MC),2018-04-27,top200,NEW_ENTRY,563159.0,Germany,hip hop
0.794,0.55,1,-6.083,1,0.267,0.217,0,0.263,0.487,161.91,audio_features,5MXSHFzhc0BPaKW0gTbuyq,spotify:track:5MXSHFzhc0BPaKW0gTbuyq,https://api.spotify.com/v1/tracks/5MXSHFzhc0BPaKW0gTbuyq,https://api.spotify.com/v1/audio-analysis/5MXSHFzhc0BPaKW0gTbuyq,201882,4,10.0,"Capital Bra, AK AUSSERKONTROLLE",Darby,2018-06-22,top200,NEW_ENTRY,359487.0,Germany,hip hop
0.564,0.841,8,-5.706,0,0.0829,0.245,0,0.157,0.29,150.023,audio_features,7sMe3DBnBppU4COnQJHRV5,spotify:track:7sMe3DBnBppU4COnQJHRV5,https://api.spotify.com/v1/tracks/7sMe3DBnBppU4COnQJHRV5,https://api.spotify.com/v1/audio-analysis/7sMe3DBnBppU4COnQJHRV5,183000,4,6.0,Dardan,WIE LANG?????????,2020-04-17,top200,NEW_ENTRY,488272.0,Germany,pop
0.794,0.652,8,-3.156,1,0.37,0.133,0,0.0588,0.391,140.504,audio_features,0m4ZKA2izLfFp74EOu5ob5,spotify:track:0m4ZKA2izLfFp74EOu5ob5,https://api.spotify.com/v1/tracks/0m4ZKA2izLfFp74EOu5ob5,https://api.spotify.com/v1/audio-analysis/0m4ZKA2izLfFp74EOu5ob5,198857,4,2.0,Apache 207,Thunfisch & Weinbrand,2021-11-05,top200,NEW_ENTRY,600216.0,Germany,hip hop
0.603,0.75,1,-4.618,1,0.498,0.112,0,0.0858,0.312,129.882,audio_features,3Zg80xruh2KHx3jXrkSz6u,spotify:track:3Zg80xruh2KHx3jXrkSz6u,https://api.spotify.com/v1/tracks/3Zg80xruh2KHx3jXrkSz6u,https://api.spotify.com/v1/audio-analysis/3Zg80xruh2KHx3jXrkSz6u,165228,5,3.0,"LX, Maxwell",Mercy Mercy,2019-04-26,top200,NEW_ENTRY,493925.0,Germany,hip hop
0.779,0.623,11,-4.755,1,0.307,0.0425,1.71e-06,0.164,0.509,176.161,audio_features,5lytS4eOWjLWKad2jipjc7,spotify:track:5lytS4eOWjLWKad2jipjc7,https://api.spotify.com/v1/tracks/5lytS4eOWjLWKad2jipjc7,https://api.spotify.com/v1/audio-analysis/5lytS4eOWjLWKad2jipjc7,175747,4,6.0,Luciano,Millies,2019-04-19,top200,NEW_ENTRY,399052.0,Germany,classical
0.548,0.649,4,-4.796,0,0.29,0.0844,0.00044,0.13,0.222,141.853,audio_features,3VFT90E0yYjdHSFoGv02us,spotify:track:3VFT90E0yYjdHSFoGv02us,https://api.spotify.com/v1/tracks/3VFT90E0yYjdHSFoGv02us,https://api.spotify.com/v1/audio-analysis/3VFT90E0yYjdHSFoGv02us,204319,4,1.0,Ufo361,Rich Rich,2020-02-21,top200,NEW_ENTRY,837236.0,Germany,rap
0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,3B54sVLJ402zGa6Xm4YGNe,spotify:track:3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,233902,4,2.0,"French Montana, Swae Lee",Unforgettable,2017-07-14,top200,NEW_ENTRY,355795.0,Germany,rap
0.776,0.511,8,-7.218,0,0.244,0.544,0,0.102,0.835,74.973,audio_features,3wyLJfkbukEpP3oMp6Typx,spotify:track:3wyLJfkbukEpP3oMp6Typx,https://api.spotify.com/v1/tracks/3wyLJfkbukEpP3oMp6Typx,https://api.spotify.com/v1/audio-analysis/3wyLJfkbukEpP3oMp6Typx,129600,4,7.0,Mario Novembre,Lautlos,2021-11-12,top200,NEW_ENTRY,376758.0,Germany,hip hop
0.703,0.815,9,-6.309,1,0.248,0.0811,0,0.131,0.55,96.957,audio_features,5XiioS0yEtKXUdXcCucgfQ,spotify:track:5XiioS0yEtKXUdXcCucgfQ,https://api.spotify.com/v1/tracks/5XiioS0yEtKXUdXcCucgfQ,https://api.spotify.com/v1/audio-analysis/5XiioS0yEtKXUdXcCucgfQ,225566,4,9.0,Kontra K,Zwischen Himmel & Hölle,2018-03-02,top200,NEW_ENTRY,228754.0,Germany,rap
0.672,0.424,4,-11.264,0,0.527,0.408,0.014,0.377,0.444,176.006,audio_features,6w3L8n7b9Y1dZ8JU1tHdzu,spotify:track:6w3L8n7b9Y1dZ8JU1tHdzu,https://api.spotify.com/v1/tracks/6w3L8n7b9Y1dZ8JU1tHdzu,https://api.spotify.com/v1/audio-analysis/6w3L8n7b9Y1dZ8JU1tHdzu,177515,4,7.0,"Fourty, Jamule",Autotür,2021-06-18,top200,NEW_ENTRY,374844.0,Germany,hip hop
0.743,0.599,11,-9.125,1,0.0614,0.339,2.83e-06,0.0897,0.436,82.017,audio_features,0ZqL6UhrqydZE4DaXvCMeT,spotify:track:0ZqL6UhrqydZE4DaXvCMeT,https://api.spotify.com/v1/tracks/0ZqL6UhrqydZE4DaXvCMeT,https://api.spotify.com/v1/audio-analysis/0ZqL6UhrqydZE4DaXvCMeT,176251,4,1.0,Jamule,Liege wieder wach,2021-04-23,top200,NEW_ENTRY,633343.0,Germany,hip hop
0.612,0.704,0,-4.147,0,0.372,0.126,0,0.569,0.672,96.015,audio_features,2M39v73rNJmAXUXIW0oagP,spotify:track:2M39v73rNJmAXUXIW0oagP,https://api.spotify.com/v1/tracks/2M39v73rNJmAXUXIW0oagP,https://api.spotify.com/v1/audio-analysis/2M39v73rNJmAXUXIW0oagP,192147,4,1.0,Capital Bra,Der Bratan bleibt der gleiche,2019-11-29,top200,NEW_ENTRY,1297198.0,Germany,hip hop
0.806,0.756,7,-7.33,0,0.0881,0.0824,0,0.209,0.54,125.927,audio_features,0jTWSs2OyxzYIk1sF7sUsO,spotify:track:0jTWSs2OyxzYIk1sF7sUsO,https://api.spotify.com/v1/tracks/0jTWSs2OyxzYIk1sF7sUsO,https://api.spotify.com/v1/audio-analysis/0jTWSs2OyxzYIk1sF7sUsO,157067,4,9.0,RIN,1976,2021-08-13,top200,NEW_ENTRY,400006.0,Germany,rap
0.841,0.871,1,-4.663,1,0.0585,0.544,0,0.0853,0.564,94.915,audio_features,6DiaHETMcKdX7FwuGXwp1O,spotify:track:6DiaHETMcKdX7FwuGXwp1O,https://api.spotify.com/v1/tracks/6DiaHETMcKdX7FwuGXwp1O,https://api.spotify.com/v1/audio-analysis/6DiaHETMcKdX7FwuGXwp1O,146526,4,1.0,"Loredana, Mozzik",Rosenkrieg,2021-05-28,top200,NEW_ENTRY,765346.0,Germany,rap
0.85,0.675,4,-5.607,0,0.218,0.0925,1.19e-06,0.13,0.701,155.893,audio_features,3nTDSbzJoMnqcxWbVVrpza,spotify:track:3nTDSbzJoMnqcxWbVVrpza,https://api.spotify.com/v1/tracks/3nTDSbzJoMnqcxWbVVrpza,https://api.spotify.com/v1/audio-analysis/3nTDSbzJoMnqcxWbVVrpza,157333,4,6.0,Summer Cem,Rollerblades (feat. KC Rebell),2019-08-09,top200,NEW_ENTRY,494361.0,Germany,hip hop
0.59,0.71,2,-5.657,1,0.342,0.0634,0,0.0967,0.271,125.523,audio_features,3aDYo34VzVf2i8aJyJk0ca,spotify:track:3aDYo34VzVf2i8aJyJk0ca,https://api.spotify.com/v1/tracks/3aDYo34VzVf2i8aJyJk0ca,https://api.spotify.com/v1/audio-analysis/3aDYo34VzVf2i8aJyJk0ca,233221,5,2.0,"187 Strassenbande, Gzuz, Bonez MC, LX",Mit den Jungz,2017-07-18,top200,NEW_ENTRY,410187.0,Germany,hip hop
0.746,0.532,2,-7.593,1,0.0516,0.0369,0.0651,0.0841,0.523,95.011,audio_features,2iRUscC5xU7FVkx05yulFZ,spotify:track:2iRUscC5xU7FVkx05yulFZ,https://api.spotify.com/v1/tracks/2iRUscC5xU7FVkx05yulFZ,https://api.spotify.com/v1/audio-analysis/2iRUscC5xU7FVkx05yulFZ,156832,4,10.0,Jamule,Scheiss Drauf,2020-05-08,top200,NEW_ENTRY,404652.0,Germany,hip hop
0.732,0.746,3,-6.229,0,0.275,0.123,0,0.097,0.927,159.881,audio_features,3UDsmMZsEMsvM82OcdqJWu,spotify:track:3UDsmMZsEMsvM82OcdqJWu,https://api.spotify.com/v1/tracks/3UDsmMZsEMsvM82OcdqJWu,https://api.spotify.com/v1/audio-analysis/3UDsmMZsEMsvM82OcdqJWu,160096,4,5.0,KC Rebell,Alleen,2019-03-15,top200,NEW_ENTRY,665594.0,Germany,hip hop
0.722,0.532,1,-8.432,1,0.424,0.342,0.000188,0.1,0.554,138.535,audio_features,7dfX94uT7fbMPzgZ6ZpXub,spotify:track:7dfX94uT7fbMPzgZ6ZpXub,https://api.spotify.com/v1/tracks/7dfX94uT7fbMPzgZ6ZpXub,https://api.spotify.com/v1/audio-analysis/7dfX94uT7fbMPzgZ6ZpXub,148092,5,10.0,Olexesh,9mm Bang,2019-08-16,top200,NEW_ENTRY,328798.0,Germany,turbo folk
0.749,0.66,7,-6.143,1,0.241,0.558,0,0.133,0.542,123.96,audio_features,0d0d2CuQSQDF7Q7vNhwA3i,spotify:track:0d0d2CuQSQDF7Q7vNhwA3i,https://api.spotify.com/v1/tracks/0d0d2CuQSQDF7Q7vNhwA3i,https://api.spotify.com/v1/audio-analysis/0d0d2CuQSQDF7Q7vNhwA3i,263647,4,1.0,"Capital Bra, Ufo361",Neymar,2018-04-27,top200,NEW_ENTRY,605735.0,Germany,hip hop
0.708,0.453,0,-10.851,0,0.503,0.158,0,0.0923,0.32,177.874,audio_features,5bWb0lSKQzqlRbq6lonxl7,spotify:track:5bWb0lSKQzqlRbq6lonxl7,https://api.spotify.com/v1/tracks/5bWb0lSKQzqlRbq6lonxl7,https://api.spotify.com/v1/audio-analysis/5bWb0lSKQzqlRbq6lonxl7,162621,4,9.0,"Miami Yacine, Azet",Hayabusa,2019-11-29,top200,NEW_ENTRY,510730.0,Germany,
0.819,0.468,1,-10.926,1,0.288,0.232,0.108,0.0912,0.237,104.867,audio_features,4iD5KYizD5e0KrCsk58P2r,spotify:track:4iD5KYizD5e0KrCsk58P2r,https://api.spotify.com/v1/tracks/4iD5KYizD5e0KrCsk58P2r,https://api.spotify.com/v1/audio-analysis/4iD5KYizD5e0KrCsk58P2r,182931,4,1.0,Bonez MC,Fuckst mich nur ab,2020-09-04,top200,NEW_ENTRY,1041406.0,Germany,hip hop
0.861,0.659,1,-6.67,1,0.101,0.155,0,0.107,0.582,109.973,audio_features,5Bj9rLRVpf5xxQwhlyOOeh,spotify:track:5Bj9rLRVpf5xxQwhlyOOeh,https://api.spotify.com/v1/tracks/5Bj9rLRVpf5xxQwhlyOOeh,https://api.spotify.com/v1/audio-analysis/5Bj9rLRVpf5xxQwhlyOOeh,164000,4,8.0,Dardan,D A YYY T O N A,2020-02-28,top200,NEW_ENTRY,479013.0,Germany,pop
0.736,0.518,7,-10.807,0,0.189,0.226,1.53e-05,0.0937,0.355,134.894,audio_features,6hh1ikcv3CPsq3a7e9ItNR,spotify:track:6hh1ikcv3CPsq3a7e9ItNR,https://api.spotify.com/v1/tracks/6hh1ikcv3CPsq3a7e9ItNR,https://api.spotify.com/v1/audio-analysis/6hh1ikcv3CPsq3a7e9ItNR,219840,4,9.0,Shirin David,Nur mit Dir (feat. Xavier Naidoo),2019-09-20,top200,NEW_ENTRY,632555.0,Germany,rap
0.815,0.573,1,-6.614,1,0.346,0.125,1.35e-06,0.0927,0.235,99.919,audio_features,4NOSbom2QAjXJoyoJZehGe,spotify:track:4NOSbom2QAjXJoyoJZehGe,https://api.spotify.com/v1/tracks/4NOSbom2QAjXJoyoJZehGe,https://api.spotify.com/v1/audio-analysis/4NOSbom2QAjXJoyoJZehGe,143610,4,9.0,AK AUSSERKONTROLLE,Unter dem Radar,2021-04-16,top200,NEW_ENTRY,425153.0,Germany,hip hop
0.895,0.701,4,-7.174,0,0.211,0.0372,0.411,0.194,0.383,99.985,audio_features,5dlntEVwMuRUs3fIynheZP,spotify:track:5dlntEVwMuRUs3fIynheZP,https://api.spotify.com/v1/tracks/5dlntEVwMuRUs3fIynheZP,https://api.spotify.com/v1/audio-analysis/5dlntEVwMuRUs3fIynheZP,146366,4,8.0,KALIM,POP SMOKE,2020-09-25,top200,NEW_ENTRY,406394.0,Germany,banda
0.804,0.81,1,-4.569,1,0.289,0.0361,0,0.219,0.369,130.104,audio_features,0AuriGfdxWcFNLBCPMUJ71,spotify:track:0AuriGfdxWcFNLBCPMUJ71,https://api.spotify.com/v1/tracks/0AuriGfdxWcFNLBCPMUJ71,https://api.spotify.com/v1/audio-analysis/0AuriGfdxWcFNLBCPMUJ71,165707,4,8.0,SSIO,Hash Hash,2019-09-27,top200,NEW_ENTRY,814285.0,Germany,alternative dance
0.698,0.634,0,-6.121,0,0.0742,0.139,4.89e-06,0.338,0.528,159.992,audio_features,6oX9RuILbVIglevEhbg8iM,spotify:track:6oX9RuILbVIglevEhbg8iM,https://api.spotify.com/v1/tracks/6oX9RuILbVIglevEhbg8iM,https://api.spotify.com/v1/audio-analysis/6oX9RuILbVIglevEhbg8iM,255133,4,2.0,Nimo,KARMA,2019-11-01,top200,NEW_ENTRY,730806.0,Germany,corrido
0.826,0.368,7,-12.761,0,0.133,0.516,0.0248,0.0914,0.158,127.977,audio_features,7IxGslFZA5QhgXbUsDmcjf,spotify:track:7IxGslFZA5QhgXbUsDmcjf,https://api.spotify.com/v1/tracks/7IxGslFZA5QhgXbUsDmcjf,https://api.spotify.com/v1/audio-analysis/7IxGslFZA5QhgXbUsDmcjf,107446,4,2.0,Ufo361,"Bad Girls, Good Vibes",2020-03-13,top200,NEW_ENTRY,749147.0,Germany,rap
0.687,0.766,9,-6.739,0,0.105,0.31,0,0.196,0.629,140.039,audio_features,0ypCvaP431mEM6znlVHNRP,spotify:track:0ypCvaP431mEM6znlVHNRP,https://api.spotify.com/v1/tracks/0ypCvaP431mEM6znlVHNRP,https://api.spotify.com/v1/audio-analysis/0ypCvaP431mEM6znlVHNRP,193573,4,8.0,Fero47,Puerto Rico,2019-03-22,top200,NEW_ENTRY,796283.0,Germany,hip hop
